ID_CONTR_CICLO_LGD,ID_FUSION_FINAL,SEGMENTO,CALIBRATION_SEGMENT,PRODUCTO,TERMINACION,CAUSA_DEFAULT,FECHA_DEFAULT,OR_DISPTO,COLATERAL_TIPO,VALOR_COLATERAL_INICIAL,TIPO_INTERES_ORIGINAL,FECHA_REFERENCIA,MES_CICLO,PD_ESTIMADA,LGD_ESTIMADA,LGD_REALIZADA,EAD,ECL,PROVISION,STAGE_IFRS9,CURE_FLAG,DPDS,RATING_GRADO,SALDO_PENDIENTE,TIPO_INTERES_ACTUAL,INTERESES_ACUMULADOS,FLUJO_RECUPERADO,COSTE_RECUPERACION,FLUJO_NETO,RECUPERACION_ACUMULADA,COSTE_TOTAL_ACUMULADO,ADJUDICACION_FLAG,ADJUDICACION_TIPO,ADJUDICACION_VALOR,VALOR_COLATERAL,LTV,TASA_DESCUENTO,RWA,ESTADO_CICLO
100205_202310,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2023-10-01,15,0.45,0.7912215,1.0,1215171.48,432661.41,432661.41,3,0,450,10,1276662.77,0.23362,372817.5,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.029408,113274.07,RECUPERACION
100205_202311,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2023-11-01,16,0.44166667,0.80116333,1.0,1215171.48,429984.95,429984.95,3,0,480,10,1276662.77,0.23362,397672.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.037613,113092.98,RECUPERACION
100205_202312,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2023-12-01,17,0.43333333,0.81110517,1.0,1215171.48,427107.14,427107.14,3,0,510,9,1276662.77,0.23362,422526.5,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.024492,104119.47,RECUPERACION
100205_202401,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2024-01-01,18,0.425,0.821047,1.0,1215171.48,424027.98,424027.98,3,0,540,10,1276662.77,0.23362,447381.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.03067,83223.19,RECUPERACION
100205_202402,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2024-02-01,19,0.41666667,0.83098883,1.0,1215171.48,420747.47,420747.47,3,0,570,9,1276662.77,0.23362,472235.5,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.028523,105610.43,RECUPERACION
100205_202403,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2024-03-01,20,0.40833333,0.84093067,1.0,1215171.48,417265.61,417265.61,3,0,600,10,1234441.7,0.23362,497090.0,42221.07,638.26,41582.81,42221.07,638.26,0,,0.0,0.0,0.0,0.021554,88535.14,RECUPERACION
100205_202404,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2024-04-01,21,0.4,0.83060461,0.96525505,1215171.48,403730.82,403730.82,3,0,630,10,1234441.7,0.23362,504682.92,0.0,0.0,0.0,42221.07,638.26,0,,0.0,0.0,0.0,0.034129,89682.71,RECUPERACION
100205_202405,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2024-05-01,22,0.39166667,0.83958131,0.96525505,1215171.48,399592.14,399592.14,3,0,660,9,1234441.7,0.23362,528715.44,0.0,0.0,0.0,42221.07,638.26,0,,0.0,0.0,0.0,0.027536,94222.96,RECUPERACION
100205_202406,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2024-06-01,23,0.38333333,0.84855801,0.96525505,1215171.48,395271.67,395271.67,3,0,690,10,1234441.7,0.23362,552747.96,0.0,0.0,0.0,42221.07,638.26,0,,0.0,0.0,0.0,0.042203,107328.83,RECUPERACION
100205_202407,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2024-07-01,24,0.375,0.8575347,0.96525505,1215171.48,390769.39,390769.39,3,0,720,10,1234441.7,0.19405,479086.8,0.0,0.0,0.0,42221.07,638.26,0,,0.0,0.0,0.0,0.042502,114965.79,RECUPERACION
100205_202408,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2024-08-01,25,0.36666667,0.8665114,0.96525505,1215171.48,386085.31,386085.31,3,0,750,10,1234441.7,0.19405,499048.75,0.0,0.0,0.0,42221.07,638.26,0,,0.0,0.0,0.0,0.023095,99335.38,RECUPERACION
100205_202409,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2024-09-01,26,0.35833333,0.87548809,0.96525505,1215171.48,381219.42,381219.42,3,0,780,10,1229987.2,0.19405,519010.7,4454.5,142.66,4311.84,46675.57,780.92,0,,0.0,0.0,0.0,0.030389,95433.98,RECUPERACION
100205_202410,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2024-10-01,27,0.35,0.88171549,0.96158931,1215171.48,375002.43,375002.43,3,0,810,10,1229987.2,0.19405,537027.84,0.0,0.0,0.0,46675.57,780.92,0,,0.0,0.0,0.0,0.042395,84129.96,RECUPERACION
100205_202411,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2024-11-01,28,0.34166667,0.89059036,0.96158931,1215171.48,369758.5,369758.5,3,0,840,10,1229987.2,0.19405,556917.76,0.0,0.0,0.0,46675.57,780.92,0,,0.0,0.0,0.0,0.037573,80750.73,RECUPERACION
100205_202412,100205,SME,SME_MICRO,TARJETA,DACCION_PAGO,QUIEBRA,2022-07-12,1276662.77,NINGUNA,0.0,0.23362,2024-12-01,29,0.33333333,0.89946523,0.96158931,1215171.48,364334.83,364334.83,3,0,870,9,1227094.16,0.19405,576807.68,2893.04,80.21,2812.83,49568.61,861.13,0,,0.0,0.0,0.0,0.02943,80900.73,RECUPERACION
100206_201805,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2018-05-01,1,1.0,0.34648972,1.0,1301344.44,450902.47,450902.47,3,0,30,10,1565127.09,0.07416,9672.49,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.051215,90473.58,ESTIMACION
100206_201806,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2018-06-01,2,1.0,0.36516144,1.0,1301344.44,475200.82,475200.82,3,0,60,10,1561074.21,0.07416,19344.98,4052.88,0.0,4052.88,4052.88,0.0,0,,0.0,0.0,0.0,0.042008,114703.82,ESTIMACION
100206_201807,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2018-07-01,3,1.0,0.38357364,0.99688562,1301344.44,499161.42,499161.42,3,0,90,10,1561074.21,0.07416,28942.32,0.0,0.0,0.0,4052.88,0.0,0,,0.0,0.0,0.0,0.033662,123863.23,ESTIMACION
100206_201808,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2018-08-01,4,0.50166667,0.40215885,0.99688562,1301344.44,262545.83,262545.83,3,0,120,9,1561074.21,0.07416,38589.76,0.0,0.0,0.0,4052.88,0.0,0,,0.0,0.0,0.0,0.042783,110219.28,RECUPERACION
100206_201809,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2018-09-01,5,0.49333333,0.42074406,0.99688562,1301344.44,270116.25,270116.25,3,0,150,10,1561074.21,0.07416,48237.2,0.0,0.0,0.0,4052.88,0.0,0,,0.0,0.0,0.0,0.028839,93698.48,RECUPERACION
100206_201810,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2018-10-01,6,0.485,0.43932927,0.99688562,1301344.44,277283.57,277283.57,3,0,180,10,1531699.24,0.07416,57884.64,29374.97,396.05,28978.92,33427.85,396.05,0,,0.0,0.0,0.0,0.023682,97100.83,RECUPERACION
100206_201811,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2018-11-01,7,0.47666667,0.45352533,0.97431283,1301344.44,281325.17,281325.17,3,0,210,9,1498001.49,0.07416,66261.3,33697.75,1231.37,32466.38,67125.6,1627.42,0,,0.0,0.0,0.0,0.030441,114065.43,RECUPERACION
100206_201812,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2018-12-01,8,0.46833333,0.46572917,0.94841827,1301344.44,283844.69,283844.69,3,0,240,10,1498001.49,0.07416,74061.2,0.0,0.0,0.0,67125.6,1627.42,0,,0.0,0.0,0.0,0.01651,83581.02,RECUPERACION
100206_201901,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2019-01-01,9,0.46,0.48296807,0.94841827,1301344.44,289113.59,289113.59,3,0,270,10,1498001.49,0.07416,83318.85,0.0,0.0,0.0,67125.6,1627.42,0,,0.0,0.0,0.0,0.040664,92684.53,RECUPERACION
100206_201902,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2019-02-01,10,0.45166667,0.50020696,0.94841827,1301344.44,294008.6,294008.6,3,0,300,9,1498001.49,0.07416,92576.5,0.0,0.0,0.0,67125.6,1627.42,0,,0.0,0.0,0.0,0.035729,119228.18,RECUPERACION
100206_201903,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2019-03-01,11,0.44333333,0.51744586,0.94841827,1301344.44,298529.71,298529.71,3,0,330,10,1498001.49,0.07416,101834.15,0.0,0.0,0.0,67125.6,1627.42,0,,0.0,0.0,0.0,0.031287,97535.27,RECUPERACION
100206_201904,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2019-04-01,12,0.435,0.53468476,0.94841827,1301344.44,302676.93,302676.93,3,0,360,10,1498001.49,0.07416,111091.8,0.0,0.0,0.0,67125.6,1627.42,0,,0.0,0.0,0.0,0.043562,104185.68,RECUPERACION
100206_201905,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2019-05-01,13,0.42666667,0.55192365,0.94841827,1301344.44,306450.25,306450.25,3,0,390,10,1498001.49,0.07416,120349.45,0.0,0.0,0.0,67125.6,1627.42,0,,0.0,0.0,0.0,0.045125,99598.72,RECUPERACION
100206_201906,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2019-06-01,14,0.41833333,0.56916255,0.94841827,1301344.44,309849.68,309849.68,3,0,420,10,1485628.52,0.07416,129607.1,12372.97,275.11,12097.86,79498.57,1902.53,0,,0.0,0.0,0.0,0.035727,121862.9,RECUPERACION
100206_201907,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2019-07-01,15,0.41,0.58243985,0.93891043,1301344.44,310761.49,310761.49,3,0,450,9,1485628.52,0.07416,137717.7,0.0,0.0,0.0,79498.57,1902.53,0,,0.0,0.0,0.0,0.044278,94811.04,RECUPERACION
100206_201908,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2019-08-01,16,0.40166667,0.59941464,0.93891043,1301344.44,313318.04,313318.04,3,0,480,10,1485628.52,0.07416,146898.88,0.0,0.0,0.0,79498.57,1902.53,0,,0.0,0.0,0.0,0.036695,89117.12,RECUPERACION
100206_201909,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2019-09-01,17,0.39333333,0.61638943,0.93891043,1301344.44,315506.41,315506.41,3,0,510,9,1427035.85,0.07416,156080.06,58592.67,1346.54,57246.13,138091.24,3249.07,0,,0.0,0.0,0.0,0.03106,102950.33,RECUPERACION
100206_201910,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2019-10-01,18,0.385,0.61085186,0.89388571,1301344.44,306047.54,306047.54,3,0,540,9,1427035.85,0.07416,158743.44,0.0,0.0,0.0,138091.24,3249.07,0,,0.0,0.0,0.0,0.034158,105500.39,RECUPERACION
100206_201911,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2019-11-01,19,0.37666667,0.62657596,0.89388571,1301344.44,307130.66,307130.66,3,0,570,10,1427035.85,0.07416,167562.52,0.0,0.0,0.0,138091.24,3249.07,0,,0.0,0.0,0.0,0.047507,101922.6,RECUPERACION
100206_201912,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2019-12-01,20,0.36833333,0.64230006,0.89388571,1301344.44,307872.75,307872.75,3,0,600,9,1427035.85,0.07416,176381.6,0.0,0.0,0.0,138091.24,3249.07,0,,0.0,0.0,0.0,0.036662,95834.4,RECUPERACION
100206_202001,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2020-01-01,21,0.36,0.65802416,0.89388571,1301344.44,308273.79,308273.79,3,0,630,9,1397054.74,0.07416,185200.68,29981.11,911.41,29069.7,168072.35,4160.48,0,,0.0,0.0,0.0,0.049936,110051.25,RECUPERACION
100206_202002,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2020-02-01,22,0.35166667,0.65966914,0.87084714,1301344.44,301890.63,301890.63,3,0,660,10,1396737.32,0.07416,189943.6,317.42,11.81,305.61,168389.77,4172.29,0,,0.0,0.0,0.0,0.038307,104332.17,RECUPERACION
100206_202003,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2020-03-01,23,0.34333333,0.67459745,0.87060323,1301344.44,301406.72,301406.72,3,0,690,9,1396737.32,0.07416,198532.32,0.0,0.0,0.0,168389.77,4172.29,0,,0.0,0.0,0.0,0.02951,103373.86,RECUPERACION
100206_202004,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2020-04-01,24,0.335,0.68967482,0.87060323,1301344.44,300664.0,300664.0,3,0,720,9,1396737.32,0.07416,207164.16,0.0,0.0,0.0,168389.77,4172.29,0,,0.0,0.0,0.0,0.034867,112224.22,RECUPERACION
100206_202005,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2020-05-01,25,0.32666667,0.70475219,0.87060323,1301344.44,299594.28,299594.28,3,0,750,10,1396737.32,0.07416,215796.0,0.0,0.0,0.0,168389.77,4172.29,0,,0.0,0.0,0.0,0.02577,99424.89,RECUPERACION
100206_202006,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2020-06-01,26,0.31833333,0.71982955,0.87060323,1301344.44,298197.54,298197.54,3,0,780,9,1396737.32,0.07416,224427.84,0.0,0.0,0.0,168389.77,4172.29,0,,0.0,0.0,0.0,0.035864,104453.62,RECUPERACION
100206_202007,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2020-07-01,27,0.31,0.73490692,0.87060323,1301344.44,296473.78,296473.78,3,0,810,9,1396737.32,0.07416,233059.68,0.0,0.0,0.0,168389.77,4172.29,0,,0.0,0.0,0.0,0.038185,92916.92,RECUPERACION
100206_202008,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2020-08-01,28,0.30166667,0.74998429,0.87060323,1301344.44,294423.01,294423.01,3,0,840,9,1396737.32,0.07416,241691.52,0.0,0.0,0.0,168389.77,4172.29,0,,0.0,0.0,0.0,0.026263,112985.25,RECUPERACION
100206_202009,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2020-09-01,29,0.29333333,0.76506166,0.87060323,1301344.44,292045.23,292045.23,3,0,870,10,1396737.32,0.07416,250323.36,0.0,0.0,0.0,168389.77,4172.29,0,,0.0,0.0,0.0,0.048539,98274.98,RECUPERACION
100206_202010,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2020-10-01,30,0.285,0.78013902,0.87060323,1301344.44,289340.43,289340.43,3,0,900,9,1396737.32,0.07416,258955.2,0.0,0.0,0.0,168389.77,4172.29,0,,0.0,0.0,0.0,0.031303,105732.61,RECUPERACION
100206_202011,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2020-11-01,31,0.27666667,0.79521639,0.87060323,1301344.44,286308.62,286308.62,3,0,930,9,1396737.32,0.07416,267587.04,0.0,0.0,0.0,168389.77,4172.29,0,,0.0,0.0,0.0,0.034392,108845.67,RECUPERACION
100206_202012,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2020-12-01,32,0.26833333,0.81029376,0.87060323,1301344.44,282949.79,282949.79,3,0,960,9,1396737.32,0.07416,276218.88,0.0,0.0,0.0,168389.77,4172.29,0,,0.0,0.0,0.0,0.045617,97276.34,RECUPERACION
100206_202101,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2021-01-01,33,0.26,0.82537113,0.87060323,1301344.44,279263.95,279263.95,3,0,990,10,1381652.39,0.07416,284850.72,15084.93,530.4,14554.53,183474.7,4702.69,0,,0.0,0.0,0.0,0.033322,99065.69,RECUPERACION
100206_202102,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2021-02-01,34,0.25166667,0.82950068,0.85901142,1301344.44,271665.63,271665.63,3,0,1020,9,1381652.39,0.07416,290312.74,0.0,0.0,0.0,183474.7,4702.69,0,,0.0,0.0,0.0,0.042615,106031.0,RECUPERACION
100206_202103,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2021-03-01,35,0.24333333,0.84425605,0.85901142,1301344.44,267342.53,267342.53,3,0,1050,9,1361787.71,0.07416,298851.35,19864.68,632.62,19232.06,203339.38,5335.31,0,,0.0,0.0,0.0,0.042283,117853.97,RECUPERACION
100206_202104,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2021-04-01,36,0.235,0.84374669,0.84374669,1301344.44,258031.19,258031.19,3,0,1080,9,1323118.69,0.07416,302970.6,38669.02,1479.24,37189.78,242008.4,6814.55,0,,0.0,0.0,0.0,0.038087,93264.18,RECUPERACION
100206_202105,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2021-05-01,37,0.22666667,0.81403202,0.81403202,1301344.44,240116.17,240116.17,3,0,1110,10,1323118.69,0.07416,302544.19,0.0,0.0,0.0,242008.4,6814.55,0,,0.0,0.0,0.0,0.03686,99005.94,RECUPERACION
100206_202106,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2021-06-01,38,0.21833333,0.81403202,0.81403202,1301344.44,231288.37,231288.37,3,0,1140,9,1307287.49,0.07416,310721.06,15831.2,198.94,15632.26,257839.6,7013.49,0,,0.0,0.0,0.0,0.034978,83931.84,RECUPERACION
100206_202107,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2021-07-01,39,0.21,0.80186675,0.80186675,1301344.44,219136.02,219136.02,3,0,1170,10,1304920.37,0.07416,315082.56,2367.12,47.33,2319.79,260206.72,7060.82,0,,0.0,0.0,0.0,0.043457,124456.53,RECUPERACION
100206_202108,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2021-08-01,40,0.20166667,0.80004777,0.80004777,1301344.44,209962.77,209962.77,3,0,1200,9,1304920.37,0.07416,322576.4,0.0,0.0,0.0,260206.72,7060.82,0,,0.0,0.0,0.0,0.042955,105925.39,RECUPERACION
100206_202109,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2021-09-01,41,0.19333333,0.80004777,0.80004777,1301344.44,201286.63,201286.63,3,0,1230,10,1304920.37,0.07416,330640.81,0.0,0.0,0.0,260206.72,7060.82,0,,0.0,0.0,0.0,0.028601,110487.9,RECUPERACION
100206_202110,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2021-10-01,42,0.185,0.80004777,0.80004777,1301344.44,192610.48,192610.48,3,0,1260,9,1304920.37,0.07416,338705.22,0.0,0.0,0.0,260206.72,7060.82,0,,0.0,0.0,0.0,0.042908,116244.97,RECUPERACION
100206_202111,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2021-11-01,43,0.17666667,0.80004777,0.80004777,1301344.44,183934.33,183934.33,3,0,1290,9,1304920.37,0.07416,346769.63,0.0,0.0,0.0,260206.72,7060.82,0,,0.0,0.0,0.0,0.038061,100207.93,RECUPERACION
100206_202112,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2021-12-01,44,0.16833333,0.80004777,0.80004777,1301344.44,175258.18,175258.18,3,0,1320,10,1278296.01,0.07416,354834.04,26624.36,1157.79,25466.57,286831.08,8218.61,0,,0.0,0.0,0.0,0.040402,105987.01,RECUPERACION
100206_202201,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2022-01-01,45,0.16,0.77958865,0.77958865,1301344.44,162322.14,162322.14,3,0,1350,9,1278296.01,0.07416,355494.15,0.0,0.0,0.0,286831.08,8218.61,0,,0.0,0.0,0.0,0.032158,114594.83,RECUPERACION
100206_202202,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2022-02-01,46,0.15166667,0.77958865,0.77958865,1301344.44,153867.86,153867.86,3,0,1380,9,1261374.23,0.07416,363394.02,16921.78,614.61,16307.17,303752.86,8833.22,0,,0.0,0.0,0.0,0.019515,111925.2,RECUPERACION
100206_202203,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2022-03-01,47,0.14333333,0.76658535,0.76658535,1301344.44,142988.13,142988.13,3,0,1410,9,1226970.35,0.07416,366378.63,34403.88,1045.87,33358.01,338156.74,9879.09,0,,0.0,0.0,0.0,0.051949,105379.64,RECUPERACION
100206_202204,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2022-04-01,48,0.135,0.74014817,0.74014817,1301344.44,130030.34,130030.34,3,0,1440,9,1226970.35,0.07416,363968.64,0.0,0.0,0.0,338156.74,9879.09,0,,0.0,0.0,0.0,0.04287,111574.53,RECUPERACION
100206_202205,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2022-05-01,49,0.12666667,0.74014817,0.74014817,1301344.44,122003.78,122003.78,3,0,1470,9,1226970.35,0.07416,371551.32,0.0,0.0,0.0,338156.74,9879.09,0,,0.0,0.0,0.0,0.036037,114169.88,RECUPERACION
100206_202206,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2022-06-01,50,0.11833333,0.74014817,0.74014817,1301344.44,113977.21,113977.21,3,0,1500,9,1226970.35,0.07416,379134.0,0.0,0.0,0.0,338156.74,9879.09,0,,0.0,0.0,0.0,0.033005,83714.28,RECUPERACION
100206_202207,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2022-07-01,51,0.11,0.74014817,0.74014817,1301344.44,105950.65,105950.65,3,0,1530,10,1214490.26,0.07416,386716.68,12480.09,394.38,12085.71,350636.83,10273.47,0,,0.0,0.0,0.0,0.018038,116455.77,RECUPERACION
100206_202208,100206,SME,SME_SMALL,LINEA_CREDITO,SUBASTA,QUIEBRA,2018-04-30,1565127.09,GARANTIA_PERSONAL,0.0,0.07416,2022-08-01,52,0.10166667,0.73055801,0.73055801,1301344.44,96655.27,96655.27,3,0,1560,10,1214490.26,0.07416,390288.6,0.0,0.0,0.0,350636.83,10273.47,0,,0.0,0.0,0.0,0.031001,124776.16,RECUPERACION
