CICLO_ID,CONTRATO,SEGMENTO,RATING_GRADO,PD_ESTIMADA,LGD_ESTIMADA,EAD,DPDS,STAGE_IFRS9,ECL,PROVISION_PERIOD_MONTHS,VENTANA_OBSERVACION_YEARS,VENTANA_CALIBRACION_YEARS,COLATERAL_TIPO,LGD_FLOOR_APLICADO,MoC,FECHA_INCUMPLIMIENTO,CURE_FLAG,PERIODO_OBSERVACION,RWA
CIC_00308,CONT_223215,SME,3,0.004656,0.0618,321713.72,0,1,92.57,14,2.7,8.6,FINANCIERO,0.0,0.0184,,0,2024-02-15,14911.43
CIC_00309,CONT_319770,CORP,10,0.025119,0.5586,381758.48,0,1,5356.63,4,3.1,6.4,NINGUNA,0.45,0.0045,,0,2024-08-30,159937.72
CIC_00310,CONT_308405,SME,5,0.009518,0.1003,403551.07,0,1,385.25,5,4.7,7.9,FINANCIERO,0.0,0.0154,,0,2024-02-06,30357.13
CIC_00311,CONT_476009,MORTGAGE,4,0.006964,0.5337,166435.45,45,2,618.59,27,6.2,6.5,HIPOTECA,0.3,0.0267,2024-01-30,0,2024-03-15,66619.95
CIC_00312,CONT_679606,MORTGAGE,4,0.006964,0.4008,20886.82,0,1,58.3,33,8.3,7.6,HIPOTECA,0.3,0.0266,,0,2024-11-05,6278.58
CIC_00313,CONT_593515,RETAIL,2,0.002639,0.1235,263275.55,43,1,85.81,16,5.8,8.8,PERSONAL,0.0,0.0174,2024-09-16,0,2024-10-29,24385.9
CIC_00314,CONT_269662,CORP,7,0.015245,0.6093,242238.32,0,1,2250.1,31,3.9,8.0,NINGUNA,0.45,0.0285,,0,2024-03-08,110696.86
CIC_00315,CONT_668784,SME,10,0.00026,0.2242,17084.67,59,2,1.0,29,6.3,4.7,FINANCIERO,0.0,0.019,2024-09-19,0,2024-11-17,2872.79
CIC_00316,CONT_665847,RETAIL,2,0.002639,0.1861,171168.86,62,2,84.06,10,5.0,7.1,PERSONAL,0.0,0.0053,2024-08-12,0,2024-10-13,23890.89
CIC_00317,CONT_657742,CORP,8,0.018379,0.6712,377377.18,74,2,4655.32,25,7.9,6.9,NINGUNA,0.45,0.0083,2023-11-20,0,2024-02-02,189971.67
CIC_00318,CONT_757746,MORTGAGE,8,0.018379,0.4863,400952.41,0,1,3583.6,14,8.5,5.9,HIPOTECA,0.3,0.0287,,0,2024-02-25,146237.37
CIC_00319,CONT_442157,CORP,5,0.009518,0.575,342789.67,0,1,1876.04,5,7.8,5.6,NINGUNA,0.45,0.0241,,0,2024-09-23,147828.05
CIC_00320,CONT_748680,SME,10,0.025119,0.1998,267432.28,0,1,1342.18,6,5.1,9.1,FINANCIERO,0.0,0.0145,,0,2024-05-27,40074.73
CIC_00321,CONT_570211,RETAIL,9,0.021674,0.0856,486737.01,0,1,903.04,6,5.0,10.0,PERSONAL,0.0,0.0111,,0,2024-04-15,31248.52
CIC_00322,CONT_701596,RETAIL,9,0.021674,0.0905,460614.82,89,2,903.49,9,8.8,9.7,PERSONAL,0.0,0.0164,2024-06-19,0,2024-09-16,31264.23
CIC_00323,CONT_652005,RETAIL,10,0.025119,0.2186,461534.59,11,1,2534.29,1,8.6,6.1,PERSONAL,0.0,0.012,2024-04-11,0,2024-04-22,75668.6
CIC_00324,CONT_398477,RETAIL,5,0.009518,0.0587,46376.83,135,3,25.91,28,6.3,7.7,PERSONAL,0.0,0.0017,2024-07-25,0,2024-12-07,2041.74
CIC_00325,CONT_417960,MORTGAGE,6,0.012286,0.3924,225560.14,18,1,1087.43,18,6.5,10.0,HIPOTECA,0.3,0.0218,2024-07-18,0,2024-08-05,66382.35
CIC_00326,CONT_962767,SME,9,0.021674,0.296,37727.31,0,1,242.04,14,6.3,9.6,FINANCIERO,0.0,0.0213,,0,2024-03-11,8375.46
CIC_00327,CONT_727983,MORTGAGE,10,0.025119,0.3912,281844.12,44,2,2769.56,12,5.2,6.0,HIPOTECA,0.3,0.0268,2024-06-18,0,2024-08-01,82693.06
CIC_00328,CONT_473276,MORTGAGE,10,0.025119,0.4441,220853.91,334,3,2463.7,9,3.0,7.2,HIPOTECA,0.3,0.0049,2023-03-02,0,2024-01-30,73560.92
CIC_00329,CONT_468710,CORP,5,0.009518,0.5375,321278.53,62,2,1643.64,26,5.3,5.9,NINGUNA,0.45,0.0095,2024-10-15,0,2024-12-16,129515.41
CIC_00330,CONT_677883,RETAIL,1,0.001,0.0411,144301.79,0,1,5.93,25,8.6,6.0,PERSONAL,0.0,0.0057,,0,2024-10-13,4448.1
CIC_00331,CONT_249274,CORP,7,0.015245,0.5881,42818.16,0,1,383.89,2,5.9,7.1,NINGUNA,0.45,0.0291,,0,2024-03-29,18886.02
CIC_00332,CONT_110771,RETAIL,5,0.009518,0.0376,69458.03,0,1,24.86,4,2.9,8.9,PERSONAL,0.0,0.0238,,0,2024-09-19,1958.72
CIC_00333,CONT_900319,CORP,2,0.002639,0.726,106673.59,29,1,204.38,27,4.4,6.2,NINGUNA,0.45,0.0048,2024-08-15,0,2024-09-13,58083.77
CIC_00334,CONT_544692,CORP,9,0.021674,0.5151,99816.02,93,3,1114.37,36,4.9,6.5,NINGUNA,0.45,0.011,2024-07-27,0,2024-10-28,38561.42
CIC_00335,CONT_981946,RETAIL,9,0.021674,0.0683,60858.51,0,1,90.09,26,5.1,8.9,PERSONAL,0.0,0.0025,,0,2024-09-09,3117.48
CIC_00336,CONT_520085,SME,4,0.006964,0.1662,148841.72,57,2,172.27,6,8.5,9.1,FINANCIERO,0.0,0.0202,2024-10-14,0,2024-12-10,18553.12
CIC_00337,CONT_799061,CORP,3,0.004656,0.4694,487727.71,0,1,1065.94,33,8.3,8.8,NINGUNA,0.45,0.0175,,0,2024-05-19,171704.54
CIC_00338,CONT_260155,SME,8,0.018379,0.1534,77950.18,0,1,219.77,3,6.7,8.3,FINANCIERO,0.0,0.0016,,0,2024-02-04,8968.17
CIC_00339,CONT_994303,MORTGAGE,10,0.025119,0.487,381284.86,78,2,4664.24,7,8.1,6.4,HIPOTECA,0.3,0.0163,2024-07-17,0,2024-10-03,139264.3
CIC_00340,CONT_995852,SME,8,0.018379,0.1379,21265.6,72,2,53.9,31,5.2,7.4,FINANCIERO,0.0,0.0229,2024-08-07,0,2024-10-18,2199.39
CIC_00341,CONT_468332,RETAIL,9,0.00026,0.0167,135378.54,54,2,0.59,10,5.8,5.8,PERSONAL,0.0,0.011,2024-09-01,0,2024-10-25,1695.62
CIC_00342,CONT_431889,CORP,4,0.006964,0.5243,325801.0,35,2,1189.57,8,5.0,6.3,NINGUNA,0.45,0.0197,2024-06-30,0,2024-08-04,128113.1
CIC_00343,CONT_324479,SME,10,0.025119,0.1171,288406.63,26,1,848.33,14,4.5,7.7,FINANCIERO,0.0,0.0109,2024-07-16,0,2024-08-11,25329.31
CIC_00344,CONT_416509,MORTGAGE,5,0.009518,0.3143,498132.71,13,1,1490.17,12,8.8,8.7,HIPOTECA,0.3,0.0082,2024-10-04,0,2024-10-17,117422.33
CIC_00345,CONT_768914,MORTGAGE,7,0.015245,0.499,160109.72,14,1,1218.0,9,6.5,8.9,HIPOTECA,0.3,0.0155,2024-03-22,0,2024-04-05,59921.06
CIC_00346,CONT_268384,SME,10,0.025119,0.218,34641.42,0,1,189.69,36,5.2,8.6,FINANCIERO,0.0,0.0096,,0,2024-02-02,5663.87
CIC_00347,CONT_284533,MORTGAGE,10,0.025119,0.3708,123049.29,0,1,1146.1,22,8.2,7.6,HIPOTECA,0.3,0.0272,,0,2024-04-13,34220.01
CIC_00348,CONT_870158,CORP,8,0.018379,0.6847,32387.0,29,1,407.56,20,8.4,9.6,NINGUNA,0.45,0.0266,2024-06-23,0,2024-07-22,16631.53
CIC_00349,CONT_328598,CORP,9,0.021674,0.6493,292307.77,0,1,4113.63,33,8.5,6.6,NINGUNA,0.45,0.0099,,0,2024-10-26,142346.58
CIC_00350,CONT_961264,RETAIL,2,0.002639,0.0525,485112.12,56,2,67.21,19,4.8,7.9,PERSONAL,0.0,0.0142,2024-03-11,0,2024-05-06,19101.29
CIC_00351,CONT_108248,MORTGAGE,1,0.001,0.4936,453088.57,2,1,223.64,21,8.0,6.6,HIPOTECA,0.3,0.0288,2024-07-02,0,2024-07-04,167733.39
CIC_00352,CONT_982023,SME,5,0.009518,0.0903,468479.59,0,1,402.65,8,8.5,9.6,FINANCIERO,0.0,0.0122,,0,2024-01-18,31727.78
CIC_00353,CONT_420389,MORTGAGE,7,0.015245,0.563,411019.45,0,1,3527.75,32,2.6,8.2,HIPOTECA,0.3,0.0209,,0,2024-01-27,173552.96
CIC_00354,CONT_512608,MORTGAGE,10,0.025119,0.3247,83122.11,75,2,677.96,23,7.6,9.1,HIPOTECA,0.3,0.0221,2024-02-28,0,2024-05-13,20242.31
CIC_00355,CONT_651380,SME,10,0.025119,0.0673,474314.06,208,1,801.83,10,8.9,6.4,FINANCIERO,0.0,0.0129,2023-10-18,0,2024-05-13,23941.0
CIC_00356,CONT_538651,SME,8,0.018379,0.2482,249603.77,0,1,1138.61,32,8.4,9.0,FINANCIERO,0.0,0.0039,,0,2024-04-15,46463.74
CIC_00357,CONT_726205,RETAIL,7,0.015245,0.2377,19242.69,321,3,69.73,7,6.2,8.6,PERSONAL,0.0,0.004,2023-07-29,0,2024-06-14,3430.49
CIC_00358,CONT_686741,MORTGAGE,2,0.002639,0.3286,34082.4,0,1,29.56,31,6.1,8.2,HIPOTECA,0.3,0.0014,,0,2024-05-09,8399.61
CIC_00359,CONT_550977,CORP,10,0.025119,0.5038,89083.92,89,2,1127.35,22,5.1,6.9,NINGUNA,0.45,0.0035,2023-10-26,0,2024-01-23,33660.36
CIC_00360,CONT_271499,MORTGAGE,5,0.009518,0.4839,381974.14,0,1,1759.28,33,5.2,3.7,HIPOTECA,0.3,0.0167,,0,2024-12-02,138627.96
CIC_00361,CONT_886365,SME,7,0.015245,0.0348,448111.73,0,1,237.73,12,7.7,7.7,FINANCIERO,0.0,0.026,,0,2024-03-04,11695.72
CIC_00362,CONT_261245,MORTGAGE,10,0.000201,0.5673,294910.31,30,2,33.63,33,5.3,9.6,HIPOTECA,0.3,0.0028,2024-05-18,0,2024-06-17,125476.96
CIC_00363,CONT_936917,CORP,2,0.002639,0.5881,355314.79,16,1,551.45,23,4.5,9.9,NINGUNA,0.45,0.0219,2024-10-02,0,2024-10-18,156720.47
CIC_00364,CONT_614688,CORP,2,0.002639,0.6141,303134.31,0,1,491.26,9,8.8,9.4,NINGUNA,0.45,0.0049,,0,2024-07-25,139616.08
CIC_00365,CONT_142402,SME,5,0.009518,0.2711,303739.24,72,2,783.75,24,6.8,7.7,FINANCIERO,0.0,0.018,2023-12-06,0,2024-02-16,61757.78
CIC_00366,CONT_409834,MORTGAGE,8,0.018379,0.5029,325567.26,0,1,3009.15,7,7.4,5.9,HIPOTECA,0.3,0.024,,0,2024-06-02,122795.83
CIC_00367,CONT_147457,CORP,9,0.000217,0.473,27321.98,0,1,2.8,20,6.6,8.7,NINGUNA,0.45,0.0025,,0,2024-09-14,9692.47
CIC_00368,CONT_106131,CORP,7,0.015245,0.713,152335.52,76,2,1655.84,36,6.5,9.1,NINGUNA,0.45,0.0063,2023-11-26,0,2024-02-10,81461.42
CIC_00369,CONT_241677,SME,2,0.002639,0.004,329621.48,74,2,3.48,18,8.8,8.2,FINANCIERO,0.0,0.0292,2024-04-20,0,2024-07-03,988.86
CIC_00370,CONT_222115,CORP,4,0.006964,0.4836,12863.2,0,1,43.32,35,7.4,8.4,NINGUNA,0.45,0.0237,,0,2024-04-07,4665.48
CIC_00371,CONT_706770,RETAIL,3,0.004656,0.2216,225406.64,60,2,232.57,35,7.1,6.4,PERSONAL,0.0,0.0015,2023-11-06,0,2024-01-05,37462.58
CIC_00372,CONT_831396,MORTGAGE,1,0.001,0.4462,245619.98,0,1,109.6,19,4.8,5.6,HIPOTECA,0.3,0.008,,0,2024-11-27,82196.73
CIC_00373,CONT_973548,SME,1,0.001,0.0484,364473.52,0,1,17.64,28,5.5,9.6,FINANCIERO,0.0,0.0215,,0,2024-08-27,13230.39
CIC_00374,CONT_476215,MORTGAGE,8,0.018379,0.5399,423042.99,20,1,4197.78,15,4.9,7.7,HIPOTECA,0.3,0.0148,2024-07-11,0,2024-07-31,171300.68
CIC_00375,CONT_258522,MORTGAGE,6,0.012286,0.5031,91483.82,0,1,565.47,16,4.8,7.4,HIPOTECA,0.3,0.0067,,0,2024-05-12,34519.13
CIC_00376,CONT_562965,CORP,1,0.001,0.728,221724.22,147,3,161.42,35,8.0,8.2,NINGUNA,0.45,0.0152,2023-10-31,0,2024-03-26,121061.42
CIC_00377,CONT_357374,SME,2,0.002639,0.0463,185049.77,38,2,22.61,6,6.5,7.4,FINANCIERO,0.0,0.0142,2024-04-18,0,2024-05-26,6425.85
CIC_00378,CONT_272306,RETAIL,9,0.021674,0.1265,117950.09,302,3,323.39,2,8.5,9.8,PERSONAL,0.0,0.0283,2023-10-17,0,2024-08-14,11190.51
CIC_00379,CONT_393371,SME,1,0.001,0.118,23361.4,120,1,2.76,18,8.9,9.1,FINANCIERO,0.0,0.0266,2024-08-26,0,2024-12-24,2067.48
CIC_00380,CONT_645752,RETAIL,7,0.015245,0.1339,106541.12,18,1,217.48,33,8.5,9.0,PERSONAL,0.0,0.009,2024-01-01,0,2024-01-19,10699.39
CIC_00381,CONT_229827,MORTGAGE,4,0.006964,0.3278,278134.0,0,1,634.92,6,8.5,7.9,HIPOTECA,0.3,0.0091,,0,2024-08-04,68379.24
CIC_00382,CONT_700588,CORP,2,0.002639,0.5846,288355.46,264,3,444.86,31,8.1,10.0,NINGUNA,0.45,0.0188,2024-01-10,0,2024-09-30,126429.45
CIC_00383,CONT_716813,RETAIL,7,0.015245,0.1559,127578.5,63,2,303.22,35,6.1,5.9,PERSONAL,0.0,0.0028,2024-06-03,0,2024-08-05,14917.12
CIC_00384,CONT_134191,SME,5,0.009518,0.1753,320048.27,15,1,534.0,13,6.4,6.2,FINANCIERO,0.0,0.0137,2024-12-11,0,2024-12-26,42078.35
CIC_00385,CONT_718265,RETAIL,9,0.021674,0.1108,476151.77,0,1,1143.47,8,6.2,6.8,PERSONAL,0.0,0.0091,,0,2024-07-10,39568.21
CIC_00386,CONT_974180,SME,1,0.001,0.281,156056.16,43,2,43.85,11,6.7,6.1,FINANCIERO,0.0,0.0125,2024-09-07,0,2024-10-20,32888.84
CIC_00387,CONT_273659,RETAIL,3,0.004656,0.1514,233163.4,0,1,164.36,8,7.8,5.9,PERSONAL,0.0,0.0116,,0,2024-07-21,26475.7
CIC_00388,CONT_657695,CORP,10,0.025119,0.639,386939.59,10,1,6210.78,27,4.9,9.8,NINGUNA,0.45,0.0287,2024-09-14,0,2024-09-24,185440.8
CIC_00389,CONT_369670,RETAIL,1,0.001,0.0825,106873.47,0,1,8.82,10,6.9,6.9,PERSONAL,0.0,0.028,,0,2024-06-23,6612.8
CIC_00390,CONT_249380,CORP,2,0.002639,0.7439,273180.74,0,1,536.3,30,4.9,6.9,NINGUNA,0.45,0.0184,,0,2024-06-15,152414.36
CIC_00391,CONT_764316,SME,6,0.012286,0.0774,471080.87,0,1,447.97,25,2.1,8.1,FINANCIERO,0.0,0.0116,,0,2024-02-28,27346.24
CIC_00392,CONT_663646,RETAIL,1,0.001,0.0807,481919.97,36,2,38.89,22,7.4,6.1,PERSONAL,0.0,0.0254,2024-08-08,0,2024-09-13,29168.21
CIC_00393,CONT_394976,SME,9,0.021674,0.1355,5495.52,15,1,16.14,17,5.3,5.8,FINANCIERO,0.0,0.0252,2024-06-28,0,2024-07-13,558.48
CIC_00394,CONT_842133,CORP,3,0.004656,0.6718,283725.38,10,1,887.46,22,8.2,8.8,NINGUNA,0.45,0.0151,2024-06-01,0,2024-06-11,142955.03
CIC_00395,CONT_899502,SME,5,0.009518,0.0738,491595.86,326,3,345.31,29,6.0,9.6,FINANCIERO,0.0,0.0183,2023-02-11,0,2024-01-03,27209.83
CIC_00396,CONT_585168,SME,9,0.021674,0.0243,438976.54,34,1,231.2,20,8.2,7.5,FINANCIERO,0.0,0.0113,2024-09-30,0,2024-11-03,8000.35
CIC_00397,CONT_319242,MORTGAGE,4,0.006964,0.4334,114652.78,1,1,346.04,8,7.7,6.4,HIPOTECA,0.3,0.0215,2024-04-28,0,2024-04-29,37267.89
CIC_00398,CONT_997034,CORP,4,0.006964,0.7453,321025.87,4,1,1666.21,30,6.7,8.0,NINGUNA,0.45,0.017,2024-01-30,0,2024-02-03,179445.44
CIC_00399,CONT_387347,RETAIL,9,0.021674,0.2187,140792.35,102,3,667.37,30,7.6,6.7,PERSONAL,0.0,0.0136,2024-04-26,0,2024-08-06,23093.47
CIC_00400,CONT_178056,CORP,9,0.021674,0.59,183928.56,0,1,2352.02,9,8.6,7.9,NINGUNA,0.45,0.01,,0,2024-10-19,81388.39
CIC_00401,CONT_348243,RETAIL,4,0.006964,0.0493,158848.9,0,1,54.54,35,6.4,5.6,PERSONAL,0.0,0.0032,,0,2024-05-02,5873.44
CIC_00402,CONT_168986,CORP,10,0.025119,0.6359,383228.79,0,1,6121.38,36,4.8,5.7,NINGUNA,0.45,0.0235,,0,2024-02-01,182771.39
CIC_00403,CONT_920960,CORP,1,0.001,0.6178,150983.8,13,1,93.28,9,6.3,9.4,NINGUNA,0.45,0.0139,2024-07-25,0,2024-08-07,69958.34
CIC_00404,CONT_935741,CORP,8,0.018379,0.6052,295967.61,4,1,3292.04,27,4.8,9.1,NINGUNA,0.45,0.0153,2024-06-26,0,2024-06-30,134339.7
CIC_00405,CONT_348918,CORP,1,0.001,0.4883,294338.54,0,1,143.73,24,8.5,9.0,NINGUNA,0.45,0.0103,,0,2024-07-07,107794.13
CIC_00406,CONT_927527,CORP,7,0.015245,0.5531,488372.83,88,2,4117.96,28,6.0,8.5,NINGUNA,0.45,0.0256,2024-07-20,0,2024-10-16,202589.26
CIC_00407,CONT_404691,CORP,8,0.018379,0.5158,6830.05,0,1,64.75,1,2.3,7.7,NINGUNA,0.45,0.0062,,0,2024-04-04,2642.2
CIC_00408,CONT_497329,SME,4,0.006964,0.1894,456790.84,0,1,602.5,5,4.0,6.5,FINANCIERO,0.0,0.0254,,0,2024-05-05,64887.14
CIC_00409,CONT_828082,CORP,6,0.012286,0.7308,156010.83,8,1,1400.76,22,8.7,9.9,NINGUNA,0.45,0.002,2024-03-06,0,2024-03-14,85509.54
CIC_00410,CONT_185362,MORTGAGE,6,0.012286,0.4799,488605.86,88,2,2880.85,34,7.1,9.3,HIPOTECA,0.3,0.0074,2024-08-22,0,2024-11-18,175861.46
CIC_00411,CONT_781298,SME,10,0.025119,0.0195,256763.83,0,1,125.77,25,6.8,6.3,FINANCIERO,0.0,0.0215,,0,2024-09-10,3755.17
CIC_00412,CONT_143141,CORP,4,0.006964,0.5159,105485.25,0,1,378.98,35,6.4,7.2,NINGUNA,0.45,0.0165,,0,2024-03-09,40814.88
CIC_00413,CONT_203189,SME,9,0.021674,0.1863,215920.66,0,1,871.86,2,6.7,6.7,FINANCIERO,0.0,0.008,,0,2024-02-08,30169.51
CIC_00414,CONT_523426,CORP,2,0.002639,0.5581,275282.9,0,1,405.44,5,7.9,9.0,NINGUNA,0.45,0.0299,,0,2024-10-05,115226.54
CIC_00415,CONT_296971,SME,10,0.025119,0.2273,10885.91,62,2,62.15,24,5.5,8.8,FINANCIERO,0.0,0.0176,2024-08-08,0,2024-10-09,1855.78
CIC_00416,CONT_824061,SME,7,0.015245,0.0629,227736.11,0,1,218.38,24,8.4,6.9,FINANCIERO,0.0,0.025,,0,2024-06-22,10743.45
CIC_00417,CONT_697179,MORTGAGE,6,0.012286,0.4761,285950.83,0,1,1672.63,28,8.8,7.0,HIPOTECA,0.3,0.0117,,0,2024-07-14,102105.89
CIC_00418,CONT_530819,SME,5,0.009518,0.028,56635.02,41,2,15.09,11,3.5,5.6,FINANCIERO,0.0,0.0116,2024-03-05,0,2024-04-15,1189.34
CIC_00419,CONT_851589,SME,3,0.004656,0.2969,68923.15,0,1,95.28,18,8.6,6.4,FINANCIERO,0.0,0.0213,,0,2024-08-31,15347.46
CIC_00420,CONT_846216,SME,5,0.009518,0.0605,495587.13,15,1,285.38,24,5.6,7.0,FINANCIERO,0.0,0.0173,2024-02-01,0,2024-02-16,22487.27
CIC_00421,CONT_799040,MORTGAGE,7,0.015245,0.2683,405942.46,0,1,1660.4,30,7.3,7.4,HIPOTECA,0.3,0.0171,,0,2024-07-20,81685.77
CIC_00422,CONT_518740,CORP,4,1.7e-05,0.7226,208582.69,153,3,2.56,22,4.8,6.0,NINGUNA,0.45,0.0076,2024-04-16,0,2024-09-16,113041.39
CIC_00423,CONT_118943,RETAIL,7,0.015245,0.0113,129049.84,0,1,22.23,11,7.9,7.7,PERSONAL,0.0,0.0073,,0,2024-08-12,1093.7
CIC_00424,CONT_794723,CORP,3,0.004656,0.5382,269653.65,13,1,675.71,20,4.6,5.5,NINGUNA,0.45,0.0214,2024-11-28,0,2024-12-11,108845.7
CIC_00425,CONT_201295,CORP,7,0.015245,0.6571,224773.41,30,2,2251.67,16,8.0,9.7,NINGUNA,0.45,0.0005,2023-12-16,0,2024-01-15,110773.96
CIC_00426,CONT_330787,RETAIL,3,0.004656,0.0132,258687.55,27,1,15.9,21,2.6,5.6,PERSONAL,0.0,0.0036,2024-03-23,0,2024-04-19,2561.01
CIC_00427,CONT_830139,CORP,5,0.009518,0.645,187645.08,0,1,1151.97,31,8.0,7.7,NINGUNA,0.45,0.0297,,0,2024-10-18,90773.31
CIC_00428,CONT_746288,SME,3,0.004656,0.0996,319499.96,253,3,148.16,28,7.5,5.8,FINANCIERO,0.0,0.0135,2024-01-09,0,2024-09-18,23866.65
CIC_00429,CONT_432963,CORP,5,0.009518,0.5209,217106.45,0,1,1076.4,21,6.2,6.8,NINGUNA,0.45,0.0011,,0,2024-11-02,84818.06
CIC_00430,CONT_646802,CORP,9,0.021674,0.6875,210372.23,0,1,3134.73,5,7.8,7.0,NINGUNA,0.45,0.0275,,0,2024-05-07,108473.18
CIC_00431,CONT_361063,MORTGAGE,3,0.004656,0.2377,7991.12,126,3,8.84,5,4.7,10.0,HIPOTECA,0.3,0.0178,2023-12-10,0,2024-04-14,1424.62
CIC_00432,CONT_895720,MORTGAGE,5,0.009518,0.4729,484024.28,0,1,2178.62,24,8.9,4.5,HIPOTECA,0.3,0.0152,,0,2024-08-09,171671.31
CIC_00433,CONT_513820,MORTGAGE,10,0.025119,0.4612,278661.81,0,1,3228.26,6,6.5,7.2,HIPOTECA,0.3,0.0041,,0,2024-08-28,96389.12
CIC_00434,CONT_160507,MORTGAGE,7,0.015245,0.4469,322319.12,34,2,2195.96,14,9.0,6.1,HIPOTECA,0.3,0.0131,2024-04-06,0,2024-05-10,108033.31
CIC_00435,CONT_112936,SME,7,0.015245,0.2207,124964.67,2,1,420.45,17,7.5,8.6,FINANCIERO,0.0,0.0283,2024-03-14,0,2024-03-16,20684.78
CIC_00436,CONT_862998,CORP,2,0.002639,0.6433,458857.01,0,1,778.99,17,5.3,7.4,NINGUNA,0.45,0.015,,0,2024-09-29,221387.04
CIC_00437,CONT_402346,CORP,2,0.002639,0.6409,389462.1,0,1,658.71,9,5.4,8.9,NINGUNA,0.45,0.0245,,0,2024-01-01,187204.69
CIC_00438,CONT_754753,SME,3,0.004656,0.0529,97268.02,0,1,23.96,14,8.8,7.5,FINANCIERO,0.0,0.0225,,0,2024-04-08,3859.11
CIC_00439,CONT_493914,CORP,3,0.004656,0.4739,47425.0,0,1,104.64,4,7.1,3.8,NINGUNA,0.45,0.0226,,0,2024-01-04,16856.03
CIC_00440,CONT_976002,MORTGAGE,8,0.018379,0.442,171829.83,14,1,1395.86,20,6.0,6.4,HIPOTECA,0.3,0.0114,2024-01-16,0,2024-01-30,56961.59
CIC_00441,CONT_441337,RETAIL,1,0.001,0.1806,435157.61,0,1,78.59,25,4.3,4.4,PERSONAL,0.0,0.0056,,0,2024-11-22,58942.1
CIC_00442,CONT_699672,SME,4,0.006964,0.182,203081.77,0,1,257.4,30,8.7,9.7,FINANCIERO,0.0,0.0272,,0,2024-07-16,27720.66
CIC_00443,CONT_502118,CORP,3,0.004656,0.5994,48109.5,0,1,134.26,1,6.5,6.0,NINGUNA,0.45,0.0051,,0,2024-12-03,21627.63
CIC_00444,CONT_852293,MORTGAGE,4,0.006964,0.5158,334636.68,29,1,1202.03,11,8.7,8.4,HIPOTECA,0.3,0.01,2024-03-26,0,2024-04-24,129454.2
CIC_00445,CONT_425896,SME,9,0.021674,0.2899,221296.32,0,1,1390.47,15,4.9,5.9,FINANCIERO,0.0,0.0035,,0,2024-07-07,48115.35
CIC_00446,CONT_813011,CORP,10,0.025119,0.6107,424323.71,50,2,6509.2,27,8.7,6.1,NINGUNA,0.45,0.0119,2024-08-13,0,2024-10-02,194350.87
CIC_00447,CONT_161669,SME,3,0.004656,0.1804,77206.0,22,1,64.85,17,5.9,10.0,FINANCIERO,0.0,0.0212,2024-08-10,0,2024-09-01,10445.97
CIC_00448,CONT_465226,MORTGAGE,3,0.004656,0.5484,109253.48,24,1,278.96,7,4.7,9.4,HIPOTECA,0.3,0.0118,2024-11-09,0,2024-12-03,44935.96
CIC_00449,CONT_244243,SME,7,0.015245,0.0215,364743.53,10,1,119.55,33,7.0,5.9,FINANCIERO,0.0,0.026,2024-01-18,0,2024-01-28,5881.49
CIC_00450,CONT_159067,SME,8,0.018379,0.0873,76687.33,7,1,123.04,12,4.5,8.8,FINANCIERO,0.0,0.0297,2024-03-09,0,2024-03-16,5021.1
CIC_00451,CONT_913537,CORP,6,0.012286,0.7422,93918.28,2,1,856.41,7,7.2,9.9,NINGUNA,0.45,0.0072,2024-09-05,0,2024-09-07,52279.61
CIC_00452,CONT_199146,CORP,8,0.018379,0.7095,326903.91,0,1,4262.79,29,5.0,5.9,NINGUNA,0.45,0.0153,,0,2024-01-12,173953.74
CIC_00453,CONT_644107,RETAIL,7,0.015245,0.1453,324075.34,0,1,717.86,14,4.8,9.6,PERSONAL,0.0,0.021,,0,2024-07-20,35316.11
CIC_00454,CONT_481219,CORP,4,0.006964,0.7397,449313.14,0,1,2314.53,13,6.5,6.8,NINGUNA,0.45,0.0196,,0,2024-02-14,249267.7
CIC_00455,CONT_203818,RETAIL,7,0.015245,0.2931,330788.89,114,3,1478.07,23,6.8,9.0,PERSONAL,0.0,0.0147,2024-02-16,0,2024-06-09,72715.67
CIC_00456,CONT_366526,CORP,4,0.006964,0.461,75125.33,201,3,241.18,17,7.2,6.5,NINGUNA,0.45,0.0187,2023-07-22,0,2024-02-08,25974.58
CIC_00457,CONT_215333,SME,3,0.004656,0.1608,39926.23,24,1,29.89,28,2.4,5.4,FINANCIERO,0.0,0.0246,2024-05-17,0,2024-06-10,4815.1
CIC_00458,CONT_717429,SME,2,0.002639,0.0988,49042.21,0,1,12.79,21,8.1,6.7,FINANCIERO,0.0,0.0067,,0,2024-02-23,3634.03
CIC_00459,CONT_371645,SME,2,0.002639,0.1587,351725.49,28,1,147.31,14,8.5,6.3,FINANCIERO,0.0,0.0222,2024-09-01,0,2024-09-29,41864.13
CIC_00460,CONT_548544,CORP,9,0.021674,0.664,330493.65,0,1,4756.31,30,7.8,9.9,NINGUNA,0.45,0.0212,,0,2024-04-03,164585.84
CIC_00461,CONT_633392,RETAIL,5,0.009518,0.1907,48036.43,56,2,87.19,11,7.4,5.8,PERSONAL,0.0,0.0017,2024-03-31,0,2024-05-26,6870.41
CIC_00462,CONT_653764,RETAIL,8,0.018379,0.1493,344135.32,0,1,944.3,31,7.3,9.6,PERSONAL,0.0,0.016,,0,2024-06-25,38534.55
